dish_name,raw_ingredient,amount,unit
achari goshat karahi,ginger,1,inch piece
achari jhinga,Turmeric Powder,1,teaspoon
achari jhinga,Fresh Coriander,2,tablespoons
achari jhinga,Achari Masala,2,tablespoons
achari jhinga,Cumin Powder,1,teaspoon
achari jhinga,Yogurt,1,cup
achari jhinga,Prawns,500,grams
achari jhinga,Onion,1,"large, sliced"
achari jhinga,Green Chilies,2,sliced
achari jhinga,Tomato,2,"medium, chopped"
achari jhinga,Salt,1,teaspoon
achari jhinga,Mustard Oil,3,tablespoons
achari jhinga,Ginger-Garlic Paste,1,tablespoon
achari jhinga,Coriander Powder,1.5,teaspoons
achari kadhai,tomatoes,2,medium
achari kadhai,mustard oil,2,tablespoons
achari kadhai,cumin seeds,1,teaspoon
achari kadhai,coriander powder,1,teaspoon
achari kadhai,yogurt,1,cup
achari kadhai,turmeric powder,1,teaspoon
achari kadhai,fresh coriander leaves,2,tablespoons
achari kadhai,salt,1,teaspoon
achari kadhai,green chilies,2,chopped
achari kadhai,red chili powder,1,teaspoon
achari kadhai,garlic,4,cloves
achari kadhai,onion,1,large
achari kadhai,fenugreek seeds,1,teaspoon
achari kadhai,chicken,500,grams
achari kadhai,garam masala,1,teaspoon
achari kadhai,ginger,1,inch piece
achari khumbh kulcha,pickling spices,2,tablespoons
achari khumbh kulcha,mushrooms,250,grams
achari khumbh kulcha,kulcha bread,4,pieces
achari khumbh kulcha,yogurt,100,grams
achari lamb,turmeric powder,1,teaspoon
achari lamb,yogurt,100,grams
achari lamb,mustard seeds,1,tablespoon
achari lamb,ginger,1,"inch piece, grated"
achari lamb,onion,1,"large, sliced"
achari lamb,tomato,2,"medium, chopped"
achari lamb,lamb,500,grams
achari lamb,fennel seeds,1,tablespoon
achari lamb,garlic,4,"cloves, minced"
achari lamb,salt,1,teaspoon
achari lamb,red chili powder,1,teaspoon
achari lamb,oil,2,tablespoons
achari lamb,coriander seeds,1,tablespoon
achari lamb,fenugreek seeds,1,tablespoon
achari lamb,cumin seeds,1,tablespoon
achari lamb tikka,ginger garlic paste,1,tablespoon
achari lamb tikka,garam masala,1,teaspoon
achari lamb tikka,turmeric powder,1,teaspoon
achari lamb tikka,mustard oil,2,tablespoons
achari lamb tikka,lemon juice,2,tablespoons
achari lamb tikka,lamb,500,grams
achari lamb tikka,pickling spices,2,tablespoons
achari lamb tikka,salt,1,teaspoon
achari lamb tikka,red chili powder,1,teaspoon
achari lamb tikka,yogurt,150,grams
achari murgh,turmeric powder,1,tsp
achari murgh,salt,1,tsp
achari murgh,onion,1,large
achari murgh,ginger-garlic paste,2,tbsp
achari murgh,mustard seeds,1,tbsp
achari murgh,fennel seeds,1,tsp
achari murgh,tomato,2,medium
achari murgh,fenugreek seeds,1,tsp
achari murgh,coriander powder,1,tsp
achari murgh,oil,2,tbsp
achari murgh,garam masala,1,tsp
achari murgh,cumin powder,1,tsp
achari murgh,red chili powder,1,tsp
achari murgh,chicken,500,grams
achari murgh,yogurt,1,cup
achari naan,sugar,1,tbsp
achari naan,cumin seeds,1,tsp
achari naan,water,1,cup
achari naan,achari masala,2,tbsp
achari naan,yogurt,1,cup
achari naan,onion seeds,1,tsp
achari naan,fenugreek seeds,1,tsp
achari naan,fennel seeds,1,tsp
achari naan,all-purpose flour,2,cups
achari naan,oil,2,tbsp
achari naan,salt,1,tsp
achari naan,active dry yeast,1,packet
achari naan,mustard seeds,1,tsp
achari paneer,green chili,1,small
achari paneer,turmeric powder,0.5,teaspoon
achari paneer,onion,1,medium
achari paneer,pickling spices,2,tablespoons
achari paneer,cumin powder,1,teaspoon
achari paneer,tomato,1,medium
achari paneer,ginger-garlic paste,1,tablespoon
achari paneer,yogurt,100,grams
achari paneer,paneer,250,grams
achari paneer,coriander powder,1,teaspoon
achari paneer,red chili powder,0.5,teaspoon
achari paneer,salt,1,teaspoon
achari paneer,mustard oil,2,tablespoons
achari paneer tacos,onion,1,medium
achari paneer tacos,ginger-garlic paste,1,teaspoon
achari paneer tacos,oil,2,tablespoons
achari paneer tacos,tomato,1,medium
achari paneer tacos,achari masala,2,tablespoons
achari paneer tacos,coriander leaves,2,tablespoons
achari paneer tacos,taco shells,4,pieces
achari paneer tacos,paneer,200,grams
achari paneer tacos,yogurt,50,grams
achari paneer tikka,salt,1,teaspoon
achari paneer tikka,lemon juice,1,tablespoon
achari paneer tikka,bell peppers,1,"medium, diced"
achari paneer tikka,garam masala,1,teaspoon
achari paneer tikka,onion,1,"medium, diced"
achari paneer tikka,turmeric powder,1,teaspoon
achari paneer tikka,yogurt,100,grams
achari paneer tikka,paneer,250,grams
achari paneer tikka,ginger-garlic paste,1,tablespoon
achari paneer tikka,pickle masala,2,tablespoons
achari paneer tikka,mustard oil,2,tablespoons
achari paneer tikka,red chili powder,1,teaspoon
achari shrimp bhel,puffed rice,1,cup
achari shrimp bhel,pickled spices,2,tablespoons
achari shrimp bhel,shrimp,200,grams
achari soya chaap,pickling spices,2,tablespoons
achari soya chaap,red chili powder,1,teaspoon
achari soya chaap,turmeric powder,1,teaspoon
achari soya chaap,ginger-garlic paste,1,tablespoon
achari soya chaap,mustard oil,2,tablespoons
achari soya chaap,coriander powder,1,teaspoon
achari soya chaap,cumin powder,1,teaspoon
achari soya chaap,soya chaap,500,grams
achari soya chaap,salt,1,teaspoon
achari soya chaap,yogurt,1,cup
achari soya chaap,tomato,2,medium
achari soya chaap,fresh coriander leaves,2,tablespoons
achari soya chaap,onion,1,large
achari tawa murgh,coriander leaves,2,tablespoons
achari tawa murgh,chicken,500,grams
achari tawa murgh,pickling spices,2,tablespoons
achari tawa murgh,ginger garlic paste,2,tablespoons
achari tawa murgh,tomato,2,medium
achari tawa murgh,onion,1,large
achari tawa murgh,mustard oil,3,tablespoons
achari tawa murgh,salt,1,teaspoon
achari tawa murgh,green chili,2,medium
achari tawa murgh,yogurt,100,grams
achari tikka,mustard oil,2,tablespoons
achari tikka,ginger garlic paste,2,tablespoons
achari tikka,pickle masala,3,tablespoons
achari tikka,chicken,500,grams
achari tikka,yogurt,100,grams
achari tikka,salt,1,teaspoon
achari tikka,lemon juice,2,tablespoons
acharian khachapuri,herbs,20,g
acharian khachapuri,pickled vegetables,100,g
acharian khachapuri,bread dough,300,g
acharian khachapuri,cheese,200,g
achával ferrer malbec mendoza argentina,Achával Ferrer Malbec,1,bottle
acheese burrito bean taco rice and beans,taco seasoning,2,tbsp
acheese burrito bean taco rice and beans,tortilla,1,piece
acheese burrito bean taco rice and beans,rice,1,cup
acheese burrito bean taco rice and beans,burrito beans,1,can
acheese burrito bean taco rice and beans,cheese,1,cup
acheke,oil,2,tablespoons
acheke,salt,1,teaspoon
acheke,sugar,1,tablespoon
acheke,cassava,2,cups
achicken bacon lettuce tomato,lettuce,2,leaves
achicken bacon lettuce tomato,chicken,1,piece
achicken bacon lettuce tomato,bacon,2,slices
achicken bacon lettuce tomato,tomato,1,slice
achicken yat gat mein,garlic,2,cloves
achicken yat gat mein,ginger,1,teaspoon
achicken yat gat mein,vegetable oil,2,tablespoons
achicken yat gat mein,egg noodles,150,grams
achicken yat gat mein,carrots,1,medium
achicken yat gat mein,chicken,200,grams
achicken yat gat mein,green onions,2,stalks
achicken yat gat mein,soy sauce,2,tablespoons
achicken yat gat mein,oyster sauce,1,tablespoon
achilles heel souvlaki sandwich,fresh vegetables,100,grams
achilles heel souvlaki sandwich,tzatziki sauce,50,grams
achilles heel souvlaki sandwich,grilled meat,200,grams
achilles heel souvlaki sandwich,pita bread,1,piece
achilles regular,chicken,200,grams
achilles regular,bell peppers,100,grams
achilles regular,yogurt,50,grams
achilles regular,zucchini,100,grams
achilles tuesday,rosemary,1,tsp
achilles tuesday,olive oil,2,tbsp
achilles tuesday,thyme,1,tsp
achilles tuesday,onion,1,medium
achilles tuesday,zucchini,1,medium
achilles tuesday,garlic,3,cloves
achilles tuesday,lamb,1,lb
achilles tuesday,red bell pepper,1,large
achiote chicken,Oregano,1,teaspoon
achiote chicken,Chicken,4,pieces
achiote chicken,Lime juice,1,cup
achiote chicken,Orange juice,1,cup
achiote chicken,Salt,1,teaspoon
achiote chicken,Achiote paste,2,tablespoons
achiote chicken,Cumin,1,teaspoon
achiote chicken,Garlic,3,cloves
achiote chicken,Pepper,1,teaspoon
achiote fish,salt,1,teaspoon
achiote fish,olive oil,2,tablespoons
achiote fish,pepper,1,teaspoon
achiote fish,paprika,1,teaspoon
achiote fish,lime juice,1,cup
achiote fish,garlic,3,cloves
achiote fish,cumin,1,teaspoon
achiote fish,fish fillets,4,pieces
achiote fish,achiote paste,2,tablespoons
achiote fish,orange juice,1,cup
achiote hanger steak fajitas,paprika,1,tsp
achiote hanger steak fajitas,garlic,2,cloves
achiote hanger steak fajitas,hanger steak,1,lb
achiote hanger steak fajitas,pepper,1,tsp
achiote hanger steak fajitas,cumin,1,tsp
achiote hanger steak fajitas,salt,1,tsp
achiote hanger steak fajitas,lime,1,juiced
achiote hanger steak fajitas,tortillas,8,small
achiote hanger steak fajitas,bell peppers,2,sliced
achiote hanger steak fajitas,achiote paste,2,tbsp
achiote hanger steak fajitas,onion,1,sliced
achiote orange glazed pork,orange juice,1,cup
achiote orange glazed pork,pork,1,lb
achiote orange glazed pork,garlic,2,cloves
achiote orange glazed pork,salt,1,tsp
achiote orange glazed pork,pepper,1,tsp
achiote orange glazed pork,achiote paste,2,tbsp
achiote pork belly,lime juice,2,tbsp
achiote pork belly,pepper,1,tsp
achiote pork belly,garlic,3,cloves
achiote pork belly,salt,1,tsp
achiote pork belly,cumin,1,tsp
achiote pork belly,pork belly,1,lb
achiote pork belly,achiote paste,2,tbsp
achiote pork belly,orange juice,1,cup
achiote pork belly,paprika,1,tsp
achiote roast chicken,chicken,1,whole
achiote roast chicken,oregano,1,teaspoon
achiote roast chicken,citrus juice (orange and lime),1,cup
achiote roast chicken,salt,1,teaspoon
achiote roast chicken,achiote paste,2,tablespoons
achiote roast chicken,cumin,1,teaspoon
achiote roast chicken,garlic,3,cloves
achiote roast chicken,pepper,1,teaspoon
achiote shrimp tacos,avocado,1,ripe
achiote shrimp tacos,shrimp,1,lb
achiote shrimp tacos,cilantro,0.5,cup
achiote shrimp tacos,tortillas,8,count
achiote shrimp tacos,lime,1,juiced
achiote shrimp tacos,achiote paste,2,tbsp
achma,thin dough,500,g
achma,butter,100,g
achma,egg,1,
achma,cheese,400,g
achma,milk,200,ml
achma,salt,1,tsp
achorizo,pork,500,grams
achorizo,paprika,2,tablespoons
achorizo,vinegar,1,tablespoon
achorizo,salt,1,teaspoon
achorizo,garlic,2,cloves
achu,palm oil,1,cup
achu,sugar,1,cup
achu,fermented cassava,1,cup
achu,coconut milk,1,cup
achu,fermented corn,2,cups
achu dry and assorted beef,tomato paste,2,tablespoons
achu dry and assorted beef,assorted beef,500,grams
achu dry and assorted beef,pepper,1,teaspoon
achu dry and assorted beef,garlic,3,cloves
achu dry and assorted beef,salt,1,teaspoon
achu dry and assorted beef,achu,2,cups
achu dry and assorted beef,onions,1,medium
achu dry and assorted beef,vegetable oil,3,tablespoons
achu dry and assorted beef,ginger,1,thumb-sized piece
achu dry beef with egusi,dry beef,250,g
achu dry beef with egusi,egusi,100,g
achu dry beef with njamajama,Njamajama,300,g
achu dry beef with njamajama,dry beef,200,g
achu soup and jama,palm nut extract,2,cups
achu soup and jama,cocoyam or yam,2,pieces
achu soup and jama,vegetables,1,cup
achu soup and jama,meat,1,cup
acid blondie,lemon zest,1,tbsp
acid blondie,lemon juice,2,tbsp
acid blondie,eggs,2,large
acid blondie,butter,1,cup
acid blondie,all-purpose flour,1.5,cups
acid blondie,vanilla extract,1,tsp
acid blondie,brown sugar,1.5,cups
acid kuba,ground beef,1,lb
acid kuba,tomato sauce,1,can
acid kuba,garlic,2,cloves
acid kuba,salt,1,tsp
acid kuba,rice,1,cup
acid kuba,lemon juice,2,tbsp
acid kuba,black pepper,0.5,tsp
acid kuba,onion,1,medium
acid kuba,olive oil,2,tbsp
acid shooter,Vodka,1,oz
acid shooter,Lemon juice,1.5,oz
acid shooter,Simple syrup,0.5,oz
acient vine zinfandel,Ancient Vine Zinfandel,1,bottle
acili ezme,Red pepper flakes,1,teaspoon
acili ezme,Lemon juice,2,tablespoons
acili ezme,Red bell peppers,2,large
acili ezme,Tomatoes,3,medium
acili ezme,Red onion,1,medium
acili ezme,Parsley,1,bunch
acili ezme,Salt,1,teaspoon
acili ezme,Garlic cloves,2,cloves
acili ezme,Olive oil,3,tablespoons
acili ezme,Green bell peppers,2,large
acili salmon sandwich,chili paste,2,tablespoons
acili salmon sandwich,avocado,1,sliced
acili salmon sandwich,salmon,150,grams
acili salmon sandwich,soy sauce,1,tablespoon
acili salmon sandwich,bread,2,slices
acinum amarone della valpolicella veneto italy,Acinum Amarone della Valpolicella,1,bottle
acinum prosecco italy,Acinum Prosecco,1,bottle
ackee,saltfish,1,cup
ackee,ackee,2,cups
ackee and cod fish,thyme,1,tsp
ackee and cod fish,scotch bonnet pepper,1,whole
ackee and cod fish,onion,1,medium
ackee and cod fish,ackee,2,cups
ackee and cod fish,coconut oil,2,tbsp
ackee and cod fish,cod fish,1,lb
ackee and cod fish,tomato,1,medium
ackee and codfish,Tomato,1,medium
ackee and codfish,Scotch bonnet pepper,1,whole
ackee and codfish,Salted codfish,1,lb
ackee and codfish,Oil,2,tbsp
ackee and codfish,Onion,1,medium
ackee and codfish,Black pepper,1,tsp
ackee and codfish,Thyme,1,tsp
ackee and codfish,Ackee,2,cups
ackee and codfish meal,Scotch Bonnet Pepper,1,whole
ackee and codfish meal,Salted Codfish,1,lb
ackee and codfish meal,Onion,1,medium
ackee and codfish meal,Thyme,1,tsp
ackee and codfish meal,Ackee,2,cups
ackee and codfish meal,Tomato,1,medium
ackee and codfish meal,Black Pepper,1,tsp
ackee and codfish meal,Oil,2,tbsp
ackee and salt fish,ackee,2,cups
ackee and salt fish,scotch bonnet pepper,1,whole
ackee and salt fish,thyme,1,tsp
ackee and salt fish,tomato,2,medium
ackee and salt fish,oil,2,tbsp
ackee and salt fish,onion,1,medium
ackee and salt fish,salted codfish,1,lb
ackee and salt fish,black pepper,1,tsp
ackee and salt fish breakfast,salted codfish,1,cup
ackee and salt fish breakfast,thyme,1,teaspoon
ackee and salt fish breakfast,scotch bonnet pepper,1,whole
ackee and salt fish breakfast,black pepper,1,teaspoon
ackee and salt fish breakfast,oil,2,tablespoons
ackee and salt fish breakfast,garlic,2,cloves
ackee and salt fish breakfast,ackee,2,cups
ackee and salt fish breakfast,onion,1,medium
ackee and salt fish breakfast,tomato,1,medium
ackee and saltfish,black pepper,0.5,tsp
ackee and saltfish,garlic,2,cloves
ackee and saltfish,tomato,1,medium
ackee and saltfish,onion,1,medium
ackee and saltfish,thyme,1,tsp
ackee and saltfish,scotch bonnet pepper,1,whole
ackee and saltfish,oil,2,tbsp
ackee and saltfish,ackee fruit,2,cans
ackee and saltfish,salted codfish,1,lb
ackee and saltfish egg rolls,saltfish,1,cup
ackee and saltfish egg rolls,oil,2,cups
ackee and saltfish egg rolls,ackee,1,cup
ackee and saltfish egg rolls,egg roll wrappers,12,pieces
ackee and saltfish supersize,garlic,2,cloves
ackee and saltfish supersize,salted codfish,1,lb
ackee and saltfish supersize,ackee fruit,2,cans
ackee and saltfish supersize,oil,2,tbsp
ackee and saltfish supersize,black pepper,1,tsp
ackee and saltfish supersize,tomato,2,medium
ackee and saltfish supersize,thyme,1,tsp
ackee and saltfish supersize,onion,1,medium
ackee and saltfish supersize,scotch bonnet pepper,1,whole
ackee and saltfish tostones,oil,2,tbsp
ackee and saltfish tostones,tomato,1,medium
ackee and saltfish tostones,plantains,2,large
ackee and saltfish tostones,salted codfish,1,cup
ackee and saltfish tostones,scotch bonnet pepper,1,optional
ackee and saltfish tostones,garlic,2,cloves
ackee and saltfish tostones,ackee fruit,1,can
ackee and saltfish tostones,black pepper,1,tsp
ackee and saltfish tostones,thyme,1,tsp
ackee and saltfish tostones,salt,1,tsp
ackee and saltfish tostones,onion,1,medium
ackee and saltfish with fried dumplings,onion,1,medium
ackee and saltfish with fried dumplings,ackee fruit,2,cans
ackee and saltfish with fried dumplings,tomato,2,medium
ackee and saltfish with fried dumplings,salted codfish,1,lb
ackee and saltfish with fried dumplings,thyme,1,tsp
ackee and saltfish with fried dumplings,oil,2,tbsp
ackee and saltfish with fried dumplings,dumpling mix,1,pack
ackee and saltfish with fried dumplings,scotch bonnet pepper,1,optional
ackee and saltfish with fried dumplings,garlic,2,cloves
ackee and vegetables in tomato sauce,Onion,1,medium
ackee and vegetables in tomato sauce,Olive oil,2,tablespoons
ackee and vegetables in tomato sauce,Mixed vegetables,1.5,cups
ackee and vegetables in tomato sauce,Tomato sauce,1,cup
ackee and vegetables in tomato sauce,Ackee,2,cups
ackee and vegetables in tomato sauce,Garlic,2,cloves
ackee and vegetables in tomato sauce,Black pepper,0.5,teaspoon
ackee and vegetables in tomato sauce,Salt,1,teaspoon
ackee breakfast,saltfish,1,cup
ackee breakfast,spices,1,tbsp
ackee breakfast,tomatoes,2,medium
ackee breakfast,ackee fruit,2,cups
ackee breakfast,onions,1,medium
ackee fry dumplin,Ackee fruit,1,cup
ackee fry dumplin,Water,1,cup
ackee fry dumplin,Salt,1,tsp
ackee fry dumplin,Oil,1,cup
ackee fry dumplin,Flour,2,cups
ackee with saltfish,scotch bonnet pepper,1,whole
ackee with saltfish,cooking oil,2,tbsp
ackee with saltfish,ackee,2,cups
ackee with saltfish,tomato,1,medium
ackee with saltfish,thyme,1,tsp
ackee with saltfish,onion,1,medium
ackee with saltfish,black pepper,1,tsp
ackee with saltfish,garlic,2,cloves
ackee with saltfish,salted codfish,1,lb
acma domatesli,butter,1,cup
acma domatesli,sugar,1,teaspoon
acma domatesli,flour,2,cups
acma domatesli,water,1,cup
acma domatesli,yeast,1,packet
acma domatesli,black pepper,0.5,teaspoon
acma domatesli,tomatoes,2,pieces
acma domatesli,olive oil,2,tablespoons
acma domatesli,parsley,1,cup
acma domatesli,salt,1,teaspoon
acocado,avocado,1,whole
acorn squash,pepper,0.5,teaspoon
acorn squash,olive oil,2,tablespoons
acorn squash,brown sugar,2,tablespoons
acorn squash,salt,1,teaspoon
acorn squash,acorn squash,1,whole
acorn squash and burrata,burrata cheese,1,ball
acorn squash and burrata,acorn squash,1,whole
acorn squash salad,cranberries,1,cup
acorn squash salad,acorn squash,1,medium
acorn squash salad,mixed greens,2,cups
acorn squash salad,balsamic vinaigrette dressing,1,cup
acorn squash salad,walnuts,1,cup
acorn squash with mole,Mole sauce,1,cup
acorn squash with mole,Acorn squash,1,whole
acorn squash xacuti,spices,1,tbsp
acorn squash xacuti,coconut milk,1,cup
acorn squash xacuti,herbs,2,tbsp
acorn squash xacuti,acorn squash,2,medium
acp,soy sauce,50,ml
acp,chicken,500,grams
acp,oil,2,tablespoons
acp,peanut butter,100,grams
acp,salt,1,teaspoon
acp,pepper,1,teaspoon
acp,sugar,2,tablespoons
acp,garlic,3,cloves
acp,coconut milk,200,ml
acp,onion,1,medium
acp arroz con pollo camarones,spices,1,tbsp
acp arroz con pollo camarones,rice,2,cups
acp arroz con pollo camarones,shrimp,1,lb
acp arroz con pollo camarones,chicken,1,lb
acp burrito,rice,0.5,cup
acp burrito,salsa,0.25,cup
acp burrito,tortilla,1,piece
acp burrito,beans,0.5,cup
acp burrito,seasoned beef,1,cup
acp burrito,cheese,0.25,cup
acp chicken,chicken,500,grams
acp chicken,bell peppers,2,pieces
acp chicken,soy sauce,3,tablespoons
acp chicken,onion,1,medium
acp chicken,vinegar,2,tablespoons
acp chipotle,chipotle peppers,2,tbsp
acp chipotle,rice,1,cup
acp chipotle,grilled chicken,1,lb
acp chipotle,creamy sauce,1,cup
acp diabla,shrimp or chicken,250,grams
acp diabla,tomatoes,2,medium
acp diabla,chipotle sauce,100,ml
acp diabla,rice,1,cup
acp diabla,beans,1,cup
acp diabla,lime juice,2,tablespoons
acp feliz,onion,1,large
acp feliz,evaporated milk,1,cup
acp feliz,garlic,3,cloves
acp feliz,aji amarillo paste,2,tablespoons
acp feliz,salt,1,teaspoon
acp feliz,pepper,0.5,teaspoon
acp feliz,rice,1,cup
acp feliz,potatoes,2,medium
acp feliz,chicken,500,grams
acp feliz,vegetable oil,2,tablespoons
acp hawaiano,garlic,2,cloves
acp hawaiano,pineapple juice,1,cup
acp hawaiano,soy sauce,1,tbsp
acp hawaiano,onion,1,medium
acp hawaiano,chicken or pork,1,lb
acp hawaiano,bell peppers,1,cup
acp hawaiano,ginger,1,tsp
acp hawaiano,brown sugar,2,tbsp
acp mix,Chaat Masala,1,tablespoon
acp mix,Lemon Juice,2,tablespoons
acp mix,Green Chilies,2,pieces
acp mix,Potatoes,2,cups
acp mix,Cilantro,1,cup
acp mix,Tomatoes,1,cup
acp mix,Salt,1,teaspoon
acp mix,Onions,1,cup
acp quesadilla,onion,0.25,cup
acp quesadilla,cheese,0.5,cup
acp quesadilla,bell peppers,0.5,cup
acp quesadilla,tortilla,2,pieces
acp quesadilla,chicken,1,cup
acp shrimp,onion,1,medium
acp shrimp,shrimp,500,grams
acp shrimp,garlic,3,cloves
acp shrimp,ketchup,2,tablespoons
acp shrimp,sugar,1,tablespoon
acp shrimp,butter,2,tablespoons
acp shrimp,soy sauce,3,tablespoons
acp shrimp,water,1,cup
acp steak,Rice,1,cup
acp steak,Steak slices,2,pieces
acp steak,Soy sauce,2,tablespoons
acp steak,Black beans,0.5,cup
acp steak,Olive oil,1,tablespoon
acp steak,Black pepper,0.5,teaspoon
acp steak,Lime juice,1,tablespoon
acp steak,Salt,1,teaspoon
acp steak,Garlic,2,cloves
acp tacos,lettuce,0.5,cup
acp tacos,tortilla,4,pieces
acp tacos,cheese,0.5,cup
acp tacos,salsa,0.25,cup
acp tacos,adobo chicken,1,cup
acp texano,Bell peppers,50,grams
acp texano,Grilled meat (e.g. steak or chicken),200,grams
acp texano,Tex-Mex seasonings and spices,10,grams
acp texano,Cheese (e.g. cheddar or Monterey Jack),100,grams
acp texano,Onions,50,grams
acqua frittata,eggs,4,
acqua frittata,flour,0.5,cup
acqua frittata,water,1,cup
acqua market salad,fresh greens,2,cups
acqua market salad,cucumbers,1,cup
acqua market salad,vinaigrette dressing,2,tablespoons
acqua market salad,feta cheese,0.5,cup
acqua market salad,cherry tomatoes,1,cup
acqua panna,Acqua Panna mineral water,1,bottle
acqua panna mineral water,Acqua Panna mineral water,1,bottle
acqua panna natural spring water,water,1,bottle
acqua panna spring water,water,1,bottle
acqua panna still,Acqua Panna Still Water,1,bottle
acqua panna still italy,water,1,bottle
acqua panna still water,water,1,bottle
acqua panna water,water,1,bottle
acqua wings,ginger,1,thumb-sized piece
acqua wings,flour,1,cup
acqua wings,salt,1,teaspoon
acqua wings,chicken wings,12,pieces
acqua wings,garlic,3,cloves
acqua wings,vinegar,2,tablespoons
acqua wings,soy sauce,1,cup
acqua wings,honey,2,tablespoons
acqua wings,pepper,1,teaspoon
acquapanna,mineral water,1,bottle
acrobat king estate oregon pinot noir,Pinot Noir,1,bottle
acrobat pinot grigio,Pinot Grigio wine,1,bottle
acrylic dripper set,acrylic,1,set
acs sheep milk ricotta,salt,1,tsp
acs sheep milk ricotta,sheep's milk,2,cups
acs sheep milk ricotta,rennet,1,tsp
actual veggies burger,smoked paprika,1,teaspoon
actual veggies burger,onion,1,small
actual veggies burger,avocado,1,ripe
actual veggies burger,garlic,2,cloves
actual veggies burger,flaxseed meal,1,tablespoon
actual veggies burger,salt,0.5,teaspoon
actual veggies burger,breadcrumbs,0.5,cup
actual veggies burger,burger buns,4,pieces
actual veggies burger,soy sauce,1,tablespoon
actual veggies burger,pepper,0.5,teaspoon
actual veggies burger,tomato,1,large
actual veggies burger,lettuce,4,leaves
actual veggies burger,mushrooms,1,cup
actual veggies burger,black beans,1,can
acuerito,garlic powder,1,teaspoon
acuerito,pork skin,200,grams
acuerito,vegetable oil,2,tablespoons
acuerito,paprika,1,teaspoon
acuerito,salt,1,teaspoon
acura roll,"Fresh seafood (e.g. tuna, salmon, shrimp)",150,g
acura roll,Seaweed (Nori),1,sheet
acura roll,Sushi rice,100,g
acura roll,Cucumber,30,g
acura roll,Avocado,50,g
ada lovelace,vanilla extract,1,tsp
ada lovelace,sugar,150,g
ada lovelace,chocolate,200,g
ada lovelace,flour,50,g
ada lovelace,eggs,2,
ada lovelace,butter,100,g
ada pradhaman,coconut milk,2,cups
ada pradhaman,jaggery,1,cup
ada pradhaman,nuts,1,cup
ada pradhaman,rice flakes,1,cup
adai aviyal,coconut,1,cup
adai aviyal,green chilies,2,pieces
adai aviyal,lentils,1,cup
adai aviyal,curd,1,cup
adai aviyal,mustard seeds,1,tsp
adai aviyal,salt,1,tsp
adai aviyal,rice,1,cup
adai aviyal,curry leaves,1,sprig
adai aviyal,mixed vegetables,2,cups
adai aviyal,turmeric powder,1,tsp
adai with avial,adai batter,1,cup
adai with avial,avial,1,bowl
adaline,herbs,2,tablespoons
adaline,tomatoes,2,cups
adaline,feta cheese,1,cup
adaline,olives,1,cup
adamas italian siberian sturgeon,Olive oil,1,tbsp
adamas italian siberian sturgeon,Garlic,2,cloves
adamas italian siberian sturgeon,Butter,1,tbsp
adamas italian siberian sturgeon,Siberian sturgeon,1,fillet
adamas italian siberian sturgeon,Salt,1,pinch
adamas italian siberian sturgeon,Black pepper,1,pinch
adami prosecco bosco gicco italy,Adami Prosecco Bosco di Gica,1,bottle
adams,tomatoes,3,medium
adams,oregano,1,teaspoon
adams,onion,1,medium
adams,salt,1,teaspoon
adams,chicken,2,pieces
adams,olive oil,2,tablespoons
adams,bell peppers,2,medium
adams,capers,2,tablespoons
adams,black pepper,1,teaspoon
adams,black olives,1,cup
adams,garlic,3,cloves
adams apple,cinnamon,1,teaspoon
adams apple,apples,4,pieces
adams apple,butter,0.5,cup
adams apple,sugar,1.5,cups
adams chicken wings,honey,2,tablespoons
adams chicken wings,chicken wings,12,pieces
adams chicken wings,sesame seeds,1,tablespoon
adams chicken wings,garlic,3,cloves
adams chicken wings,soy sauce,1,cup
adams chili,chili powder,2,tbsp
adams chili,garlic,2,cloves
adams chili,kidney beans,1,can
adams chili,ground beef,1,lb
adams chili,onion,1,medium
adams chili,salt,1,tsp
adams chili,diced tomatoes,1,can
adams crepes,flour,1.5,cups
adams crepes,butter,2,tablespoons
adams crepes,sugar,0.5,cup
adams crepes,vanilla extract,1,teaspoon
adams crepes,milk,2,cups
adams crepes,eggs,2,
adams crepes,salt,0.25,teaspoon
adams fall,garlic,2,cloves
adams fall,feta cheese,1,cup
adams fall,olive oil,2,tablespoons
adams fall,black pepper,1,teaspoon
adams fall,salt,1,teaspoon
adams fall,fresh basil,1,handful
adams fall,eggplant,1,large
adams fall,tomatoes,2,medium
adams hot crab dip,cream cheese,8,oz
adams hot crab dip,mayonnaise,1,cup
adams hot crab dip,spices,1,tsp
adams hot crab dip,lump crab meat,1,cup
adams value pak,French fries,1,serving
adams value pak,Onion rings,4,pieces
adams value pak,Chicken tenders,2,pieces
adams value pak,Hush puppies,5,pieces
adams value pak,Fried shrimp,3,pieces
adams wings,ginger,1,thumb-sized piece
adams wings,soy sauce,1,cup
adams wings,garlic,3,cloves
adams wings,green onions,2,stalks
adams wings,honey,1,cup
adams wings,chicken wings,12,pieces
adams wings,rice vinegar,2,tablespoons
adams wings,sesame oil,2,tablespoons
adana,Garlic,2,"cloves, minced"
adana,Paprika,1,teaspoon
adana,Red pepper flakes,1,teaspoon
adana,Black pepper,1,teaspoon
adana,Salt,1,teaspoon
adana,Cumin,1,teaspoon
adana,Onion,1,"large, grated"
adana,Ground lamb or beef,500,grams
adana chicken,parsley,1,cup
adana chicken,salt,1,teaspoon
